course_id,level,latest_offering,college_desc,department_desc,title_long_desc,course_text_narrative,n_unique,n_department,row_number
FREN 045 / MCS 045,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Literatures & Languages,FRENCH CINEMA,"4 Units, Lecture, 3 hours; discussion, 1 hour; screening, 3 hours. Examines the evolution of French cinema from the beginnings to the present. Emphasizes major themes and directors. Considers genre, film techniques, and concepts including social class, gender, race, nationality, and language. Films are subtitled in English and the course taught entirely in English.     Cross-listed with FREN 045. ",1,1,2296
FREN 045 / MCS 045,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Media and Cultural Studies,FRENCH CINEMA,"4 Units, Lecture, 3 hours; discussion, 1 hour; screening, 3 hours. Examines the evolution of French cinema from the beginnings to the present. Emphasizes major themes and directors. Considers genre, film techniques, and concepts including social class, gender, race, nationality, and language. Films are subtitled in English and the course taught entirely in English.     Cross-listed with FREN 045. ",0,1,2297
FREN 075,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Literatures & Languages,ORAL PROFICIENCY IN FRENCH,"4 Units, Lecture, 3 hours; individual study, 3 hours. Prerequisite(s): FREN 004. Provides practice in the development of oral proficiency, fluency of expression, and listening comprehension. Only 4 units may be applied toward the major.",1,1,2298
FREN 101A,Undergraduate,202340,"Humanities, Arts, and Soc Sci",Literatures & Languages,ADVANCED FRENCH STUDIES,"4 Units, Lecture, 3 hours; individual study, 3 hours. Prerequisite(s): FREN 015B with a grade of ""C"" or better or equivalent. Advanced analysis of topics in literature, film, visual arts, or culture. Focuses on the development of written expression in French.",1,1,2299
FREN 101B,Undergraduate,202410,"Humanities, Arts, and Soc Sci",Literatures & Languages,ADVANCED FRENCH STUDIES,"4 Units, Lecture, 3 hours; individual study, 3 hours. Prerequisite(s): FREN 101A with a grade of ""C"" or better or consent of instructor. Advanced analysis of topics in literature, film, visual arts, or culture. Focuses on the development of written expression in French.",1,1,2300
FREN 101C,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Literatures & Languages,ADVANCED FRENCH STUDIES,"4 Units, Lecture, 3 hours; individual study, 3 hours. Prerequisite(s): FREN 101A or FREN 101B with a grade of ""C"" or better or consent of instructor. Advanced analysis of topics in literature, film, visual arts, or culture. Focuses on the development of written expression in French.",1,1,2301
FREN 109B,Undergraduate,202320,"Humanities, Arts, and Soc Sci",Literatures & Languages,MAIN CURRENTS IN FRENCH LITERATURE: SEVENTEENTH- AND EIGHTEENTH-CENTURIES,"4 Units, Lecture, 3 hours; consultation, 1 hour. Prerequisite(s): FREN 101A with a grade of ""C"" or better or consent of instructor. A study of the principal movements in French literature based on the reading of representative works in their entirety.",1,1,2302
FREN 112,Undergraduate,202140,"Humanities, Arts, and Soc Sci",Literatures & Languages,"MYTHOLOGY IN FRENCH LITERATURE, FILM, AND THE VISUAL ARTS","4 Units, Lecture, 3 hours; field, 1 hour; research, 1 hour; term paper, 1 hour. Prerequisite(s): FREN 101A with a grade of ""C"" or better or consent of instructor. Studies myths and mythological figures in seventeenth- through twentieth-century French texts. Focuses on literature (theatre, short stories, and novels), film, painting, and popular culture. Myths include Pygmalion, Venus, Orpheus, Narcissus and Echo, and Icarus. Course conducted in French.",1,1,2303
FREN 124G,Undergraduate,202410,"Humanities, Arts, and Soc Sci",Literatures & Languages,"GENDER, RACE, AND IDENTITY POLITICS","4 Units,  Lecture, 3 hours; extra reading, 2 hours; screening, 1 hour. Prerequisite(s): FREN 101A with a grade of ""C"" or better or consent of instructor. Examines gender issues in French studies including literature, culture, and visual arts. Topics include depictions of women, writing by male and/or female authors, and women in relation to power. Instruction is in French. G. Gender, Race, and Identity Politics; P. Portrayals of Women in Literature and Film.",1,1,2304
FREN 124P,Undergraduate,202340,"Humanities, Arts, and Soc Sci",Literatures & Languages,PORTRAYALS OF WOMEN IN LETERATURE AND FILM,"4 Units,  Lecture, 3 hours; extra reading, 2 hours; screening, 1 hour. Prerequisite(s): FREN 101A with a grade of ""C"" or better or consent of instructor. Examines gender issues in French studies including literature, culture, and visual arts. Topics include depictions of women, writing by male and/or female authors, and women in relation to power. Instruction is in French. G. Gender, Race, and Identity Politics; P. Portrayals of Women in Literature and Film.",1,1,2305
FREN 152,Undergraduate,202210,"Humanities, Arts, and Soc Sci",Literatures & Languages,FOOD AND FRENCH LITERATURE,"4 Units, Lecture, 3 hours; research, 3 hours. Prerequisite(s): FREN 101A with a grade of ""C"" or better or consent of instructor. Explores the role of food in French literature.  Discusses descriptions of food and concepts such as reading as consuming; food, desire, and sex; gendering of food; cooking, food preparation, recipes, and menus; and food and social class (poverty and wealth). Taught in French.",1,1,2306
FREN 155,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Literatures & Languages,THE BANDE DESSINEE: FROM COMICS TO GRAPHIC NOVELS IN FRENCH,"4 Units, Lecture, 3 hours; research, 3 hours. Prerequisite(s): FREN 101A with a grade of ""C"" or better or consent of instructor. Explores the medium of the Bande Dessinee in its various forms (precursors, comic strips, graphic novels, films).  Examines form, content, and their interactions.  Focus varies depending on instructor and year. Taught entirely in French.",1,1,2307
FREN 156,Undergraduate,202310,"Humanities, Arts, and Soc Sci",Literatures & Languages,"THE HOLOCAUST IN FRENCH FILM, LITERATURE AND GRAPHIC NOVELS","4 Units, Lecture, 3 hours; screening, 1.5 hours; research, 0.5 hour; field, 1 hour. Prerequisite(s): FREN 101A with a grade of C- or better;  or consent of instructor. Examines French cinematic and literary representations of the Holocaust.",1,1,2308
FREN 190,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Literatures & Languages,SPECIAL STUDIES,"1 to 5 Units, To be taken with the consent of the department chair as a means of meeting special curricular problems. Course is repeatable.",1,1,2309
FREN 290,Graduate,202340,"Humanities, Arts, and Soc Sci",Literatures & Languages,DIRECTED STUDIES,"1 to 6 Units, Research, 3- 18 hours. Prerequisite(s): graduate standing. Graded Satisfactory (S) or No Credit (NC). Course is repeatable.",1,1,2310
FREN 292,Graduate,202410,"Humanities, Arts, and Soc Sci",Literatures & Languages,CONCURRENT ANALYTICAL STUDIES IN FRENCH,"2 Units, Research, 6 hours. Prerequisite(s): consent of instructor; concurrent enrollment in a French 100-series course. To be taken on an individual basis. Student completes a graduate paper based on research related to the French 100-series course. Course is repeatable as topics change. FREN 100 and the FREN 101A, FREN 101B, and FREN 101C sequence may not be used for FREN 292.",1,1,2311
GBST 001,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Liberal Studies Program,"GLOBAL HISTORY, CULTURE, AND IDEAS","5 Units, Lecture, 3 hours; discussion, 1 hour; extra reading, 3 hours. A survey of the historical and cultural processes that have made the world more interconnected.    ",1,1,2312
GBST 003,Undergraduate,202410,"Humanities, Arts, and Soc Sci",Liberal Studies Program,CROSSING CULTURE,"1 Unit, Discussion, 1 hour; individual study, 1 hour; written work, 1 hour. Prerequisite(s):  restricted to class level standing of freshman, sophomore, or  junior. Covers logistics for all UCR Education Abroad needs, such as program types, application, funding, resources, and support. Explores intercultural competencies in depth, a key skill for the twenty-first century job force. Promotes transferring of learned skills proactively into the academic career and improves employment competitiveness.    ",1,1,2313
GBST 102,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Liberal Studies Program,GLOBAL MEDITATION PRACTICES AND THE CONTEMPLATIVE TRADITIONS OF SOUTH ASIA,"4 Units, Seminar, 3 hours; extra reading, 3 hours; individual study, 3 hours. Prerequisite(s): GBST 001 with a grade of C- or better, GBST 002 with a grade of C- or better. An overview of meditative traditions of South Asia that influenced global meditative practices. Investigates and compares distinctive traditions and their global political implications. Topics include the meaning and purpose of meditation, the influence of religious traditions, and the political implications of mediation. Includes regular practice of meditative and contemplative techniques    ",1,1,2314
GBST 103,Undergraduate,202210,"Humanities, Arts, and Soc Sci",Liberal Studies Program,FOOD AND GLOBALIZATION,"4 Units, Seminar, 3 hours; extra reading, 3 hours; research, 3 hours; written work, 3 hours. Prerequisite(s): GBST 001; GBST 002. Investigates globalization through the lens of food. Topics include world hunger, food security, agribusiness and health, genetically modified foods, sustainability, labor, migration, fast food, and “slow food.” Introduces various research methods including analysis of statistics, semiotics, and the study of social interaction.",1,1,2315
GBST 104,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Liberal Studies Program,GLOBAL ECONOMIC CRISIS,"4 Units, Seminar, 4 hours; research, 3 hours, written work 3 hours, extra reading, 3 hours. Prerequisite(s): GBST 001. Examines crises associated with neoliberal globalization, global finance, and recession beginning in the 1970s. Topics include the political economy of capitalism; variation in governmental response; political instability and crisis; origins of current global political economic crises affecting developed countries; and proposed remedies.",1,1,2316
GBST 107 / POSC 107,Undergraduate,202320,"Humanities, Arts, and Soc Sci",Liberal Studies Program,NON WESTERN POLITICAL THOUGHT,"4 Units, Lecture, 3 hours; extra reading, 3 hours. Prerequisite(s):  restricted to class level standing of junior, or  senior. Explores some of the key political thinkers, ideas, and cultural-religious legacies of non-Western societies. Addresses pertinent non-Western civilizations and crucial problems in comparative political theory. Provides a detailed analysis of political thinking in regions such as the Middle East, South Asia, and East/Southeast Asia.     Cross-listed with GBST 107. ",1,1,2317
GBST 107 / POSC 107,Undergraduate,202320,"Humanities, Arts, and Soc Sci",Political Science,NON WESTERN POLITICAL THOUGHT,"4 Units, Lecture, 3 hours; extra reading, 3 hours. Prerequisite(s):  restricted to class level standing of junior, or  senior. Explores some of the key political thinkers, ideas, and cultural-religious legacies of non-Western societies. Addresses pertinent non-Western civilizations and crucial problems in comparative political theory. Provides a detailed analysis of political thinking in regions such as the Middle East, South Asia, and East/Southeast Asia.     Cross-listed with GBST 107. ",0,1,2318
GBST 110,Undergraduate,202340,"Humanities, Arts, and Soc Sci",Liberal Studies Program,GLOBAL MIGRATIONS AND MOVEMENTS,"4 Units, Lecture, 3 hours; field, 3 hours. Prerequisite(s): GBST 001 or GBST 002. Examines migration and mobility (both global and interregional). Also addresses economic development and displacement of populations and issues of identity and subjectivity in the context of recent theories of mobility and globalization to understand how migration is reshaping borders, ideas of self, political and social entities, and transnational issues.",1,1,2319
GBST 115,Undergraduate,202340,"Humanities, Arts, and Soc Sci",Liberal Studies Program,ETHNOGRAPHY: COLLABORATIVE/ACTIVIST INTERDISCIPLINARY RESEARCH,"4 Units, Lecture, 3 hours; research, 2 hours; written work, 1 hour. Prerequisite(s): GBST 001;  or consent of instructor. Explores the ethnographic methodologies that are the interdisciplinary tools researchers use to describe and document everyday lived lives. Engages through various practicum and independent research utilizing literary sources. Includes composition of a research proposal and video presentation of independent findings.    ",1,1,2320
GBST 148 / MUS 148,Undergraduate,202210,"Humanities, Arts, and Soc Sci",Liberal Studies Program,SOUND STUDIES AND SOUND ART,"4 Units, Lecture, 3 hours; individual study, 3 hours. Prerequisite(s):  restricted to class level standing of junior, or  senior;  or consent of instructor. Introduction to the interdisciplinary field of sound studies and sound art. Explores cultural, social, political, and philosophical issues of sound, listening, and auditory media.  Examines the contemporary practices of sound production including the experimental field of sound art.     Cross-listed with GBST 148. ",1,1,2321
GBST 148 / MUS 148,Undergraduate,202210,"Humanities, Arts, and Soc Sci",Music,SOUND STUDIES AND SOUND ART,"4 Units, Lecture, 3 hours; individual study, 3 hours. Prerequisite(s):  restricted to class level standing of junior, or  senior;  or consent of instructor. Introduction to the interdisciplinary field of sound studies and sound art. Explores cultural, social, political, and philosophical issues of sound, listening, and auditory media.  Examines the contemporary practices of sound production including the experimental field of sound art.     Cross-listed with GBST 148. ",0,1,2322
GBST 190,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Liberal Studies Program,SPECIAL STUDIES,"1 to 5 Units, Individual Study, 3 to 15 hours. Prerequisite(s): consent of program chair. Individual study, directed by a faculty member, to meet special curricular needs. Course is repeatable to a maximum of 15 units.",1,1,2323
GBST 191,Undergraduate,202240,"Humanities, Arts, and Soc Sci",Liberal Studies Program,SEMINAR IN GLOBAL STUDIES,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): upper-division standing or consent of instructor. Examines contemporary issues and topics in global studies that are not part of the regular curricular offerings. Content of the course varies and is announced as the course is offered. Course is repeatable to a maximum of 16 units.",1,1,2324
GBST 193,Undergraduate,202410,"Humanities, Arts, and Soc Sci",Liberal Studies Program,SENIOR SEMINAR,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): senior standing or consent of instructor. Senior capstone course for global studies majors. Examines connections between students' academic experience and their plans for the future. Includes a research paper, as well as speakers on issues addressing professional choices in a global context.",1,1,2325
GBST 195A,Undergraduate,202330,"Humanities, Arts, and Soc Sci",Liberal Studies Program,SENIOR THESIS,"4 Units, Thesis, 12 hours. Prerequisite(s): senior standing; consent of instructor. Preparation of a substantial paper based on original research. The student works independently with a faculty member. May be undertaken as a one-, two-, or three-quarter course (GBST 195A, GBST 195B, GBST 195C).",1,1,2326
GBST 195B,Undergraduate,202330,"Humanities, Arts, and Soc Sci",Liberal Studies Program,SENIOR THESIS,"4 Units, Thesis, 12 hours. Prerequisite(s): GBST 195A. Preparation of a substantial paper based on original research. The student works independently with a faculty member. May be undertaken as a one-, two-, or three-quarter course (GBST 195A, GBST 195B, GBST 195C).",1,1,2327
GBST 198I,Undergraduate,202410,"Humanities, Arts, and Soc Sci",Liberal Studies Program,INDIVIDUAL INTERNSHIP IN GLOBAL STUDIES,"1 to 12 Units, Internship, 2 to 24 hours; term paper, 1 to 12 hours. Prerequisite(s): consent of instructor. Internship in a public or quasi-public agency or business concern in matters relating to global studies. Requires a summary paper. Graded Satisfactory (S) or No Credit (NC). Course is repeatable to a maximum of 16 units.",1,1,2328
GBST 302,Graduate,202420,"Humanities, Arts, and Soc Sci",Liberal Studies Program,TEACHING PRACTICUM,"1 to 4 Units, Practicum, 3 to 12 hours. Prerequisite(s): appointment as a teaching assistant; graduate standing. Supervised teaching in undergraduate Global Studies courses. Required of all Global Studies teaching assistants Graded Satisfactory (S) or No Credit (NC). Course is repeatable to a maximum of 4 units.",1,1,2329
GDIV 301,Graduate,202410,Graduate Division,Graduate Division,ADVANCED UNIVERSITY LEVEL PEDAGOGY,"2 Units, Seminar, 2 hours. Prerequisite(s):  graduate standing;  and consent of instructor. Instruction in advanced university-level pedagogy. Explores teaching and lecturing strategies, effective teaching philosophies, effective evaluation techniques, and university-level teaching as a profession.  Graded Satisfactory (S) or No Credit (NC).  ",1,1,2330
GDIV 302,Graduate,202420,Graduate Division,Graduate Division,UNIVERSITY LEVEL PEDAGOGY PRACTICUM,"2 Units, Practicum, 6 hours. Prerequisite(s): GDIV 301;  graduate standing;  and consent of instructor. Assists in developing and practicing effective teaching strategies on the university level through observation and experience.  Graded Satisfactory (S) or No Credit (NC).  ",1,1,2331
GDIV 403,Graduate,202420,Graduate Division,Graduate Division,INTERDISCIPLINARY SEMINAR:  RESEARCH AND SCHOLARSHIP ETHICS,"1 Unit, Seminar, 2 hours. Prerequisite(s): graduate standing.  Introduction to the core areas that influence the responsible conduct of research (RCR). Designed as an option to meet current federal regulations requiring students on specific federal funds to receive training in RCR.  Graded Satisfactory (S) or No Credit (NC)",1,1,2332
GDIV 498I,Graduate,202420,Graduate Division,Graduate Division,INDIVIDUAL INTERNSHIP,"1 to 12 Units, Internship, 3 to 36 hours. Prerequisite(s): graduate student standing; consent of instructor and graduate advisor An internship in a UCR department or an approved academic institution in order to gain practical experience in academic administration or student services. Graded Satisfactory (S) or No Credit (NC). Course is repeatable as content changes to a maximum of 16 units.",1,1,2333
GEN 220,Graduate,202340,Natural and Agricultural Sci,Genetics Program,COMPUTATIONAL ANALYSIS OF HIGH THROUGHPUT BIOLOGICAL DATA,"3 Units, Lecture, 2 hours; discussion, 1 hour. Prerequisite(s): graduate students in a life sciences program or consent of the instructors; previous coursework in genetics/genomics, molecular biology, or cell biology. Enables those with no computer science background to handle high throughout biological data.  Covers the Perl programming language; program design, implementation, and testing; relational databases; basic data structures and algorithms; and BioPerl.  Includes skill building through analysis of real high throughput biological data. May be taken Satisfactory (S) or No Credit (NC) with consent of instructor and graduate advisor.",1,1,2334
GEN 241,Graduate,202410,Natural and Agricultural Sci,Genetics Program,ADVANCES IN BIOINFORMATICS AND GENOMICS,"4 Units, Lecture, 4 hours. Prerequisite(s): BCH 110C or BCH 110HC or BIOL 107A; BIOL 102; graduate standing. Strategies for genomic and bioinformatic studies with focus on the tools of the trade.  Topics include the sequencing, assembly, and annotation of genomes, transcriptome analysis, similarity searching, pattern recognition, genome evolution, and phylogenetic analysis.  Discusses papers from bacterial, fungal, plant, and metazoan systems.",1,1,2335
GEN 242,Graduate,202420,Natural and Agricultural Sci,Genetics Program,DATA ANALYSIS IN GENOME BIOLOGY,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): GEN 241;  graduate standing. Introduction to algorithms, statistics, and data analysis programming for genomics. Covers the theory of analyzing large-scale genomics, profiling, phylogenetics, and drug discovery data. Introduces the corresponding data analysis programming techniques using command-line tools on a computer cluster and the programming environment R.    ",1,1,2336
GEN 290,Graduate,202420,Natural and Agricultural Sci,Genetics Program,DIRECTED STUDIES,"1 to 6 Units, Research, 3 to 18 hours. Prerequisite(s): graduate standing and consent of instructor and graduate advisor. Faculty-directed individual study on specially selected topics in genetics, genomics, and bioinformatics. Graded Satisfactory (S) or No Credit (NC). Course is repeatable.",1,1,2337
GEN 297,Graduate,202420,Natural and Agricultural Sci,Genetics Program,DIRECTED RESEARCH,"1 to 6 Units, Research, 3 to 18 hours. Prerequisite(s): graduate standing. Directed research in genetics, genomics, and bioinformatics.  Performed prior to advancement to candidacy in preparation for dissertation projects. Graded Satisfactory (S) or No Credit (NC). Course is repeatable.",1,1,2338
GEN 299,Graduate,202420,Natural and Agricultural Sci,Genetics Program,RESEARCH FOR THE DISSERTATION,"1 to 12 Units, Research, 3 to 36 hours. Prerequisite(s): graduate standing. Original research in genetics, genomics, and bioinformatics for preparation of the dissertation. Graded Satisfactory (S) or No Credit (NC). Course is repeatable.",1,1,2339
GEO 001,Undergraduate,202410,Natural and Agricultural Sci,Earth Sciences,THE EARTH'S CRUST AND INTERIOR,"4 Units, Lecture, 3 hours; laboratory, 3 hours; one 1-day field trip. Prerequisite(s): none. An introduction to the physical development of the Earth. Emphasis will be on Earth materials (rocks and minerals), processes (weathering, erosion, mountain building), structures (folds and faults), and current theories regarding the Earth's crust and interior.",1,1,2340
GEO 002,Undergraduate,202410,Natural and Agricultural Sci,Earth Sciences,EARTH'S CLIMATE THROUGH TIME,"4 Units, Lecture, 3 hours; laboratory, 3 hours; one 2-day field trip. Prerequisite(s): none. An introduction to the history of Earth's changing climate and its relationship to the evolution of life on human to geologic time scales.  Topics include the interrelationships among short- and long-term carbon cycling; plate tectonics; ocean and atmosphere circulation; and greenhouse gases through time.  
",1,1,2341
GEO 004,Undergraduate,202420,Natural and Agricultural Sci,Earth Sciences,NATURAL HAZARDS AND DISASTERS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): ENGL 001A or equivalent (may be taken concurrently). Application of basic principles of climate and geology to recognition of natural hazards and their mitigation. Topics include fires, freezes, floods, winds, landslides, volcanic eruptions, earthquakes and tsunamis. Emphasis is on confronting hazards of concern to home-buyers, planners, and conservationists in the western United States, especially southern California.",1,1,2342
GEO 005,Undergraduate,202420,Natural and Agricultural Sci,Earth Sciences,GEOSCIENCE IN MOVIES,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): none. Introduction to Earth, Atmospheric and Planetary Sciences using movies as support for visual learning. Topics include: Earth structure and tectonic processes, climate change, impact craters and space exploration.  Lectures: Earth science concepts and their portrayal in movies.  Weekly assignments: reading from the class textbook, scientific magazines and journals; viewing films.",1,1,2343
GEO 006,Undergraduate,202410,Natural and Agricultural Sci,Earth Sciences,PLANETS IN SCIENCE FICTION,"4 Units, Lecture, 3 hours; discussion, 1 hour; extra reading, 3 hours. Prerequisite(s): none. Introduces the history of discoveries in planetary science and exoplanets and the influence on popular culture, movies, television, literature, and video games. Topics include planet discovery and exploration, planetary habitability, desert worlds, water worlds, moons, and terraforming in the context of science fiction.",1,1,2344
GEO 007,Undergraduate,202330,Natural and Agricultural Sci,Earth Sciences,MINERALS AND HUMAN HEALTH,"4 Units, Lecture, 2 hours; discussion, 2 hours. Prerequisite(s): none. Overview of the role of minerals in human life and industrial activities.  Topics include the impact of minerals on human health, the role of minerals in modern technologies, asbestos and silica problems, occupational diseases caused by inhalation of mineral dust, and environmental protection in California. May include a field trip.    ",1,1,2345
GEO 008,Undergraduate,202410,Natural and Agricultural Sci,Earth Sciences,EARTHQUAKE COUNTRY,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): none. An introduction to the study of earthquakes and the problems of living in earthquake country. Why earthquakes occur, how they are recorded, and what the effects are on man and his structures. The scientific and social consequences of earthquake prediction.    ",1,1,2346
GEO 009,Undergraduate,202340,Natural and Agricultural Sci,Earth Sciences,OCEANOGRAPHY,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): none A general introduction to the geological, physical, chemical, and biological processes related to the characteristics and evolution of the ocean system. Explores the role oceans play in regulating climate and the cycling of elements on the Earth's surface. Illustrates how the ocean system has been, and continues to be, one of the most important influences on life. Credit is awarded for only one of GEO 009 or GEO 009H.",1,1,2347
GEO 010,Undergraduate,202410,Natural and Agricultural Sci,Earth Sciences,EARTH RESOURCES AND SUSTAINABILITY,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): none. An introduction to the occurrence, availability, marketing, and usage of metals, minerals, fossil fuels, nuclear fuels and other geologic resources, including both historic and recent trends. Addresses conflicts between modern society's need for increasingly scarce resources and mounting environmental problems.  Also covers achieving sustainability through conservation, recycling, and substitution.
",1,1,2348
GEO 011,Undergraduate,202420,Natural and Agricultural Sci,Earth Sciences,GLOBAL CLIMATE CHANGE,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): none. Provides an understanding of Earth's feedback systems that regulate the climate over long- and short-term time scales. Includes oceanic and atmospheric circulation patterns, the major reservoirs and global carbon cycle, and the influence and origin of greenhouse gases. Investigates sustainability, climate change policies, adaptation, and mitigation.     Credit is awarded for one of the following  GEO 011 or GEO 011H.",1,1,2349
GEO 011H,Undergraduate,202410,Natural and Agricultural Sci,Earth Sciences,HONORS GLOBAL CLIMATE CHANGE,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): admission to University Honors or consent of instructor. Honors course corresponding to GEO 011. Provides an understanding of Earth's feedback systems that regulate the climate over long- and short-term time scales. Includes oceanic and atmospheric circulation patterns, the major reservoirs and global carbon cycle, and the influence and origin of greenhouse gases. Investigates sustainability, climate change policies, adaptation, and mitigation. Satisfactory (S) or No Credit (NC) grading is not available. Credit is awarded for only one of GEO 011 or GEO 011H.",1,1,2350
GEO 012,Undergraduate,202410,Natural and Agricultural Sci,Earth Sciences,AT HOME IN THE UNIVERSE,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): none. Considers the place of humans in space and time and the means by which this is discerned. Presents a synopsis of the history of the cosmos, Earth, life, and humanity from a science-based perspective. Discuss the implications of such knowledge for how responsible individuals choose to conduct themselves.
",1,1,2351
GEO 013,Undergraduate,202340,Natural and Agricultural Sci,Earth Sciences,OUR PLANETARY NEIGHBORS: THE SOLAR SYSTEM AND BEYOND,"4 Units, Lecture, 3 hours; discussion, 1 hour; extra reading, 3 hours. Prerequisite(s): none. A survey of the planets in the solar system with a focus on comparative planetology. Explores the formation, structure, composition, and evolution of rocky and gas giant planets. Other topics include the night sky, the Moon, gravity, planetary motion, radiation, minor bodies, and exoplanets.    ",1,1,2352
GEO 080,Undergraduate,202420,Natural and Agricultural Sci,Earth Sciences,ASTROBIOLOGY: THE SEARCH FOR LIFE IN THE UNIVERSE,"4 Units, Lecture, 3 hours; laboratory, 3 hours. Prerequisite(s): none. Are we alone in the universe?  This basic human question, once solely the domain of philosophy and science fiction, is now a field of considerable scientific research.  Lecture and lab topics include the history of life on Earth, habitability in the solar system, and discovery of planets around other stars.    ",1,1,2353
GEO 100,Undergraduate,202410,Natural and Agricultural Sci,Earth Sciences,IGNEOUS AND METAMORPHIC PETROLOGY,"5 Units, Lecture, 3 hours; laboratory, 6 hours; four field trips, Prerequisite(s): GEO 115 and GEO 122  with grades of ""C-"" or better. An introduction to the nomenclature and classification of igneous and metamorphic rocks.  Includes identification of the major rock-forming minerals and common rocks in hand samples and thin sections, as well as interpretation of rock fabrics and textures.  Explores tectonic setting and the origins of major rock types.",1,1,2354
GEO 101A,Undergraduate,202410,Natural and Agricultural Sci,Earth Sciences,FIELD GEOLOGY,"3 Units, Lecture, 1 hour; laboratory, 3 hours; field, 35 hours per quarter. Prerequisite(s): GEO 115 with a grade of C- or better;  or consent of instructor. Introduces geologic field mapping, aerial photograph interpretation, scaled vector graphic cartography, and professional report writing for igneous and metamorphic rock terranes.    ",1,1,2355
GEO 101B,Undergraduate,202420,Natural and Agricultural Sci,Earth Sciences,FIELD GEOLOGY,"3 Units, Lecture, 1 hour; laboratory, 3 hours; field, 35 hours per quarter. Prerequisite(s): GEO 115 with a grade of C- or better;  or consent of instructor. Introduces geologic field mapping, aerial photograph interpretation, scaled vector graphic cartography, and professional report writing for stratified sedimentary rock terranes.    ",1,1,2356
GEO 102A,Undergraduate,202420,Natural and Agricultural Sci,Earth Sciences,SUMMER FIELD GEOLOGY,"8 Units, Field, 240 hours per quarter. Prerequisite(s): GEO 100 with a grade of C- or better; GEO 116 with a grade of C- or better; GEO 118 with a grade of C- or better, may be taken concurrently; GEO 101A with a grade of C- or better; GEO 101B with a grade of C- or better, may be taken concurrently;  or consent of instructor. Intensive field training in the collection, interpretation, and communication of geologic data. Covers advanced geological mapping, sections, and production of professional geological reports. Requires multi-week fieldwork in summer. Course materials fee charged. GEO 102B the field component is required.    Graded In Progress (IP) until GEO 102A and GEO 102B are completed, at which time a final grade is assigned.  ",1,1,2357
GEO 102B,Undergraduate,202330,Natural and Agricultural Sci,Earth Sciences,SUMMER FIELD GEOLOGY,"1 Unit, Field, 240 hours per quarter. Prerequisite(s): GEO 100 with a grade of C- or better; GEO 116 with a grade of C- or better; GEO 118 with a grade of C- or better; GEO 101A with a grade of C- or better or GEO 101B with a grade of C- or better;  or consent of instructor. Intensive field training in the collection, interpretation, and communication of geologic data. Covers advanced geological mapping, sections, and production of professional geological reports. Requires multi-week fieldwork in summer. Course materials fee charged. Graded In Progress (IP) with GEO 102A. Offered in Summer only.    ",1,1,2358
GEO 111,Undergraduate,202340,Natural and Agricultural Sci,Earth Sciences,NUMERICAL SKILLS IN GEOSCIENCE,"4 Units, Lecture, 3 hours; laboratory, 3 hours; term paper, 1 hour. Prerequisite(s): MATH 007B or MATH 009B or MATH 009HB; or equivalent;  or consent of instructor. Introduces the basic principles of how computer programs are written and numerical models are constructed, as well as teaches data processing and visualization skills. Fosters an ability to apply numerical techniques to problems in the Earth and Environmental Sciences.    ",1,1,2359
GEO 115,Undergraduate,202340,Natural and Agricultural Sci,Earth Sciences,GEOLOGIC MAPS AND LANDFORMS,"5 Units, Lecture, 2 hours; laboratory, 6 hours; field, 30 hours per quarter. Prerequisite(s): GEO 001, may be taken concurrently; MATH 005A or MATH 006B or MATH 007A or MATH 009A or MATH 09HA. Examines characteristic patterns of bedrock outcrops, surficial deposits, the related landforms, and their representation on maps.  Covers unconformities, folds, faults, intrusions, alluvial fans, river terraces, and landforms indicative of glaciers, volcanoes, landslides, and earthquakes.  Applies map information to resource and hazard evaluation.    ",1,1,2360
